id,source,annotator,text,abuse,sexual_content_score
5723,twitter,common,"म संग छाडा बोल्ने अनि एसएमएस गर्ने कुनै छ भने आउनुस् है हजुर , |",0,
4527,simulation_non_ipv,common,अब बिप्लब काे पाटि ले पुलिस लाई अाक्रमण गरयाे भने । 3 करोड नेपाली जनता तलब नखायर बचे का छन ए नेपाल पुलिस र आर्मी हरु के जनामुत्ति सेना पनि 10 बर्ष तलब खायर लडे का थीए सक्छौ भने ती बन्दुक बिप्लप लाई हईना सरकार लाई हान तिमी हरू लाई महान मान्निछ र नेपाल मा छिट्टै शान्ति आउने छ ।,0,
3231,simulation_non_ipv,common,यो डिसलाइक गर्ने १२ जाना लाई रबि ज्यु हिरासत मा भए को मन पर्ने थिएछ भने पछि खाते हरु . . . . . . . . . . ?,1,1
5650,twitter,common,नेपालका राजनीतिक दलका नेता र मन्त्रीको दम्भ यती सम्म छ कि ? रिस उठो भने सिधै तपाई मार्दिन्छु सम्म भन्न भ्याउछन। प्रसंग—भौतीक यातायात मन्त्री रेणु कुमारी यादव |,0,
2729,simulation_non_ipv,common,महँगो पेट्रोल को सदुपयोग |,0,
4294,simulation_non_ipv,common,केशु बैनी को सम्पुर्ण कुरामा मेरो पुर्ण समर्थन छ। नमन छ बैनी केशु |,0,
5317,twitter,common,"केरा सधै झुन्डिएर नै बस्छ भानिज , नपत्याए आफ्नै छाम्नुस् |",0,
4732,simulation_non_ipv,common,भन्दे एउ टा राजा फाल्ने मुर्कट्टा हरु आज हज्जारौं ब्वाँसा मिलेर गिद्ध ले सिनो लुछे जसरी लुटेर देश नै सखाप पार्र्यो ।,1,1
4592,simulation_non_ipv,common,यो तालु खुइले धेरै चम्किदै छ यस को टाउको मा सिधै गोली हान्नु पर्ने थियोे ।,1,1
5802,twitter,common,"जिन्दगी जिउनु पनि कसैको ऋण तिर्नुजस्तै भैसक्यो , जिन्दगी उसको लागी जिउदै छु जसको ऋण तिर्नु छ ।",0,
4312,simulation_non_ipv,common,छानबिन गरि आमाको नामबाट भए पनि नेपाली नागरिकता पाउनु पर्छ |,0,
2890,simulation_non_ipv,common,राजा हटेर जन्ता लाई के फाएदा भयो जन्ता झन बल्त्कार चोरि बडे को छ कि चोर पनि कस्तो ३८ कुईन्टल सम्म चोरि हुन्छ प्रचन्ड र केपि अोलि दुई जना ले जन्ता अघाए को हो रराज अतिए र मात्र गनतन्त्र अाए को नअातिनु हो भने नेपाल मा गारो हुनथियो ।,0,
2642,simulation_non_ipv,common,Herda tw soji dekhinxe tw tyo aaima |,0,
3251,simulation_non_ipv,common,खड्ग कुमारी पनि होरे |,0,
5042,twitter,common,"कुकुर होला , गोरुले मासु खादैन। ।",1,1
5027,twitter,common,गठबन्धनको गाँठो फुकाउन अब ढिलो नगरौं। धनीको कुकुर हुनु भन्दा गरिबको गाई हुनु बेस।,0,
4753,simulation_non_ipv,common,चोर हरु लाजै नलाग्ने कुरा गर्छन् ।,1,1
4282,simulation_non_ipv,common,गफै त हो |,0,
6067,twitter,common,मान्छेहरू भन्छन् आत्महत्या गर्ने त कायरहरूले हो तर त्यही आत्महत्या गर्न पनि धेरै साहस चाहिदो रहेछ |,0,
3348,simulation_non_ipv,common,यो अाइमाई। लाई त ठागी मुध्दामा जेल हाल्नु पर्छा। ।,1,1
2956,simulation_non_ipv,common,पुन्डे लाई गाला फुट्ने गरि हाने को हेर्न मन छ ।,1,1
4895,twitter,common,नेपाली कांग्रेस का झोले कार्यकर्ता नेपाल मा बिकास बिरोध प्रदर्शन गर्ने कि न कि नेपाली कांग्रेसका लाइ भारत ले कसम खुवाएको छ नेपाल मा कुनै पनि बिकास हुन नदिनु भनेर जब सम्म भारतीय दलाल कुकुर नेपाली कांग्रेस र काग्रेस का कू कार्यकर्ता रहन्छन् तब सम्म नेपाल मा कुनै बिकास हुन दिदैन |,1,1
3339,simulation_non_ipv,common,यो आइमाई नि नेपाली कांग्रेसको झोल हुनुपर्छ |,1,1
5026,twitter,common,"फ्रिफायरबाट चिनजान , १३ वर्षीया नाबालिका पाल्पाबाट भगाएर काठमाडौंमा बलात्कार - Tech News Nepal |",0,
5366,twitter,common,घर भाँड्ने बहानामा मित्रता भाँड्ने खड्यन्त्र |,1,1
5487,twitter,common,"म अगरबत्ति जस्तै हुँ प्रिय ! तिमी जति नै मलाइ चोटको आगोमा जलाउ , म सधै प्रेमको सुबास दिईरहन्छु ।",0,
5977,twitter,common,"डुलुवा कुकुर पालिएको घर छाडेर अरू घरमा कलो चाहार्दै गर्छन् , कसले मीठो खाएछ भन्दै ? बर्तमान गणतन्त्रेहरूको हालत , मलाई त , डुलुवा कुकुर जस्तै पो लाग्यो त ! अॅझै चुनाव नहुनु पर्छ ? जय मातृभूमि नेपाल आमाको ! धन्ने लोकतान्त्रिक गणतन्त्र को उपलब्धि ! जयश्री पशुपतिनाथ !",1,1
5654,twitter,common,बिना बाउ भएको नाजायज सन्तान जस्तै बिना भोट बिना पार्टी देउवा र प्रचण्ड को कृपाबाट बनेको बजारु हरु सरकार छोडे भने के औकात मा रहला र ?,1,1
6116,twitter,common,"अलक्षिन पसेकै हाे । एउटा टाउकाे माेलवाला , अर्काे माेल ताेक्नेवाला , घर जलाएर खरानी बेच्नेवाला , गौर हत्याकाण्डकाे नाईके अलक्षिनी , संघियताकाे घाेर बिराेध गरेर कांग्रेसको ओैलाे समात्न पुग्ने केसी बा , र श्रीमतीलाई जागिर खुवाउन शिद्दान्तलाई तिलन्जली दिने माेहन बिक्रम अलक्षिन नै हुन् ।",1,1
6200,twitter,common,छाडा बोलनमाता म माह्युरछु तर कता कसरी लबिन हुने थाहा छैन |,0,
4940,twitter,common,इज्जत गर्न सक्दैनौं भने बेइज्जत पनि नगर |,0,
2876,simulation_non_ipv,common,उत्तर कोरिया मा किमजोङ्ग ले अराजक लाई रोड मा लगेर गोलि हान्छ ।,1,1
5659,twitter,common,"पहिले घृणा गरिस् र त , तँ अहिले घृणामा छस् पहिले जिउँदो थिएँ र त , म अहिले जिउँदै छु |",1,1
2806,simulation_non_ipv,common,केताले श्रीमती हुदा हुदै अरकाे लयेर छाेदन मिलने केति मानछे चहि श्रिरिमान 1 गलतिनि माफ गर दैनन |,0,
4164,simulation_non_ipv,common,फिल्म प्रचार को लागि मात्रै भएको भये पुलिस केश हुने थिएन होला मलाई त्यस्तो लाग्छ ! !,0,
5837,twitter,common,साला म २ - ४ वर्षको उमेर देखि त्यो को नाम र त्यहांको अवस्था जहिले दुखदाई सुन्थें। किन कर्णालीलाई सासकहरूले भूले ? म गम खायर भन्छु - “ बन्छ कर्णाली ? यस्ता साला कुकुर जस्ता मुख्यमन्त्री पायो भने कर्णाली उहि को जस्तो हुन्छ। ।,1,1
4156,simulation_non_ipv,common,सबै भन्दा पहिला यो सबित्री छक्का लाइ लात लाएर देश निकाल गर ।,1,1
6053,twitter,common,५ दिनदेखि हराएका श्रीमान घर फर्किदा श्रीमति खुशी भइन के श्रीमति त्यसै गरी अाएको भए श्रीमानले सकार्थे भन्दै अर्काको भाँड्ने खेलो शुरू गरिसके पल्ला गाम्तिर । मान्छेका फुर्सद हरे !,0,
2971,simulation_non_ipv,common,यो बलात्कारी धोति लाई नै पहिलो फांसी दिएर बलात्कारि हरु लाई फांसि को सजाय हुने कानुन बनाउन पर्यो !,1,5
4356,simulation_non_ipv,common,म नि अब कुकर र कराई बोकेर मेचीमहाकाली अभियान सुरु गर्नु पर्ला जस्तो छ |,0,
3081,simulation_non_ipv,common,तिनीहरुले तपाईलाई प्रभाब परेका छन्। ।,0,
4292,simulation_non_ipv,common,पहिला त हैन ! समाजबादी सँग पार्टीनै एकीकरण भए दोस्रो हुनसक्छ | नत्र गारो छ |,0,
6194,twitter,common,नम्बर नै छैन कसरी छाडा बोल्नु खै। कुनै तरिका भए हामी पनि सिकौ न हो।,0,
2770,simulation_non_ipv,common,काहा जाउलि मछिलि मेरै ढडिया अब न जालमा न तालमा |,0,
4699,simulation_non_ipv,common,गगन थापा रणडी को छोरा माचिक्ने चोर कुकुर अझ पढ्नै नसक्ने लेख लाई र कमेन्ट लाई बन्द गर्नु पर्छ भन्द के भो मान्यवर ?,1,6
5422,twitter,common,पेट्रोलियम पदार्थमा कृत्रिम अभाव सिर्जना गरेर कमिसन खाने कर्मचारी अनि नेताका झोले कार्यकर्तालाई जिउँदै जलाउनु पर्छ अनि मात्र जनताको रगतमा लागेको आगो निभ्छ ।,1,1
2885,simulation_non_ipv,common,सबैभन्दा पहिला प्रचण्ड लाई नै सिध्याउनु जरुरी छ ।,1,1
4986,twitter,common,अनि आफ्नै सरकारले गलत गरेसी त्यस्को जवाफदेहिता हामी होईनौ है भन्ने कस्ता गतिछाडा नेता यि ?,1,1
4560,simulation_non_ipv,common,सत्य सेवा सुरक्षणम आज झुट आक्रमण भक्क्षणम मेरो गणतन्त्र नेपाल ।,0,
4881,twitter,common,कसैको चरीत्र हत्या गर्नु पनि महा पाप हो त्यसैले कोहि कसैको चरीत्र हत्या गर्ने काम गर्नु र गराउनु हुन्न। ।,0,
4093,simulation_non_ipv,common,"म ठिक छु , कृपया तिमि तेहा बाट जाउ। ।",0,
5012,twitter,common,जनताले सोध्लान खै संविधान भन्लान नेताहरुको खल्तिमा छ भन्दिए । जनताले सोध्लान खै देशको सुशासन भन्लान आर्यघाटमा जिउँदै डढ्यो भन्दिए ।,1,1
3534,simulation_non_ipv,common,बिहे त परै अब कस्ले हेर्ला ।,1,1
2653,simulation_non_ipv,common,तिम्रो बाबाले के काम गर्नु हुन्छ |,0,
3417,simulation_non_ipv,common,दाल मे कुच काला हे। ।,0,
3299,simulation_non_ipv,common,भोट हलो मा आऊने पक्का भयो |,0,
5376,twitter,common,"हैन , म कन्फ्युज्ड भएछु हऊ ! नोमिनेसनमा चाहिँ परेको हो तर राजन मुकारूङ् दाजुको दमदार कृति दमिनी भीर ले पाएको हो। म मेरो गल्ती र अज्ञानताप्रति क्षमा माग्दै र लज्जित महशुस गर्दै मैले गरेको पोष्ट हटाउन चाहन्छु , धन्यवाद। ।",0,
4377,simulation_non_ipv,common,यदी कसैलाइ hnxm boyfriend चाहिएको छ भने मलाइ Add गर्नुहोला |,0,
4734,simulation_non_ipv,common,"याे सुरज नि मिले को , , खाते हाे , , , पदमुखि प्रहरी मुखि साला भाते कुरा घुमाउछ ।",1,1
4619,simulation_non_ipv,common,पशुपति मा पोल्ने ठाउँ छैन रे भर्स्तचारि लाई मृत्‍युडाँडा दिए मा हजु तेसै ले अजीवन कैद गरे हुन्छ हजुर बाँकी मुजी सरकार नै भरस्तचारी रहेछ कस् ले हल्ने जैल यो सरकार को १ जन नरहने गरी खरेज गरी देश् बाट लखेते हुन्छ समपती सबै जाम गरे हुन्छ ।,1,1
5298,twitter,common,एउटीले बिहान बिहानै ग्रुपमा छाडा ट्वीट गरेर गई !,1,1
4885,twitter,common,यसै दशकमा मदनपुरस्कार पाएका कृतिहरु ०६८ सेतो धरती – अमर न्यौपाने ०६९ दमिनी भीर – राजन मुकारुङ ०७० खलङ्गामा हमला – राधा पौडेल ०७१ खुसी – विजय कुमार पाण्डे ०७२ ऐना – रामलाल जोशी ०७३ धृतराष्ट्र – घनश्याम कँडेल ०७४ योगमाया – नीलम कार्की “ निहारिका “ |,0,
5102,twitter,common,भारतमा ८ महिनासम्म वेश्यालयमा बलात्कार गरेको आरोपमा प्रहरीले मंगलबार एक इन्जिनियरसहित १० जनालाई पक्राउ गरेको थियो । पछि संलग्न देखिका थप ७० जनालाई हिरासतमा राखेर अनुसन्धान थालिएको छ ।,0,
4345,simulation_non_ipv,common,"बनाउन त मैले बिजुली रेल , रकेट बनाउन सक्थे नि तर अहिले मुड छैन मेराे |",0,
2691,simulation_non_ipv,common,यदी कालो जातिको मान्छेले तलाई बलात्कार गर्यो भने यो धेरै हास्यास्पद हुनेछ। त एक कुरूप महिला हो। ।,1,8
6141,twitter,common,संघी चरित्र |,0,
6156,twitter,common,"Fore yeserday , चस्माको सिसा फुट्दा त बलात्कार भएन , तपाईँलाई बढी बोल्ने |",1,7
3526,simulation_non_ipv,common,आजभोली यस्तो गर्नुलाई नि बलात्कार भन्छ्न ?,1,5
5780,twitter,common,तिम्रो मृत्यु पश्चात चै किन त्यो कहानी लेख्नु ? बर्बाद जवानीको किताब तिमीले चै परेन देख्नु ?,0,
3373,simulation_non_ipv,common,चोर फटाहा हत्यारा सबै मिलाएर ७ - ८ हजार छन् क्यार |,1,1
6088,twitter,common,झुन्डिएर बस्ने सधै भएकाले होलान् |,0,
4188,simulation_non_ipv,common,मकेअप त राम्रो गर्दिरैछौ तर तिमि राम्रो छैनौ |,1,1
4192,simulation_non_ipv,common,म तिमीलाई कोठा भाडामा दिन सक्दिन। मेरो बुदी आमा मसंग बस्नु हुन्छ र उहा तल्लो जातिसंग घर बढ्न सक्नु हुन्न |,1,1
5813,twitter,common,मलाई पनि काेहि कसैले बलतकार गरिदियहुन्थाेनि जिन्दगीमा |,1,9
5485,twitter,common,खप्परलाई एष्ट्रे बनाका थिए उबेला साथीहरुले ! कोही मेरुदण्डका हाडहरु नाक कानमा झुन्ड्याएर हड्डी बाबा बनेको किस्सा पनि छन् । केही साथीहरुले पढाई सकिएपछि पनि यो त नेपाल लान्छु पछि पनि यही हेर्दै पढ्छु भनेर ल्याए ।,0,
6219,twitter,common,"आफू जलेर नष्ट भई अरुलाई जलाउनु त्यति उचित होइन महोदय , |",1,1
4113,simulation_non_ipv,common,"बच्चा भकोभए मात्र स्वीकारने भन्छत , खाते रछ मान्छे। ।",1,1
2901,simulation_non_ipv,common,यदि रबिदाई लाई केही भयो भने साले नेपाल को चोर नेत k p ओलि लाई सिधाईदिने हो र नया सम्बिब्धान लिउने हो नेपाल को नेता हरु चोर छ सबै ।,1,1
4856,twitter,common,अन्धालाइ थाह नभएपनि गुप्तांग देखाउदै हिडे उस्को बदनाम हुन्न र ? कि अन्धोको इज्जत हुन्न र् |,1,7
6130,twitter,common,यदि पल शाहले बलात्कार गरेका हैनन भने नाबालिकाको कन्या जाली कस्ले च्यातियो . ? सरकार पत्ता लगाउन पर्यो |,1,10
4705,simulation_non_ipv,common,बिध्यादेबि साले रण्डि को छोरी पोईमारा पसुपति ले तेरो छिटै अन्त्य गरून् अरु को इज्जत गर्न आउदैन रैच ।,1,1
4276,simulation_non_ipv,common,केटो हो कसैलाई नराम्रो सोच्दैन टासिन नगय घोच्दैन बुज जनता हो |,0,
4973,twitter,common,. गतिछाडा कति ठाडै ढाट्न सकेको |,1,1
4788,simulation_non_ipv,common,हार्दिक श्रद्धान्जली इनि 5 जना लाई . . इनिहरुले नर्गमा बास होस। ।,1,1
5030,twitter,common,"भन्छन नारिहरु भनेका समाज परिबर्तनका बाहक हुन , अब यसै गरि पारदर्शि कपडा लगाउदै हिड्ने हो भने के को परिबर्तन , कुन दिन घर न घाटको हुन्छन् , घरमा बिहान खायो बेलुकी के खाने भन्ने निश्चित नभएकाहरुले हो यस्तो चरित्र देखाउने , सबै नारिहरु छैनन नराम्रा तर मुठ्ठिभरका छन् यस्ता ! जय नारी | ऐले त सप्पै काटिहालेँ पलाउदै मात्र छ बर्खामा त बाच्छ त्यस्तो नि ल्याइहेर्छु बचाउनु भएन भने मार्दिन्छु |",0,
2632,simulation_non_ipv,common,नेपालीको सबैभन्दा गलत बानी अरुले के गर्‍यो भनी अँखा तर्दै कुरा कार्दै हिड्ने |,0,
4987,twitter,common,"एकजना आक्रोशित व्यक्तिले पेस्तोल ताक्दै भने - म तलाईं मार्दिन्छु। गोड्सेले जवाफ दिए - यो धेरै खुशीको कुरा हो , तर तपाईंलाई पेस्तोल चलाउने ज्ञान छ जस्तो मलाई लाग्दैन।",1,1
4495,simulation_non_ipv,common,खुब क्षमता भएको मान्छेले बोल्यो फेरि |,0,
2689,simulation_non_ipv,common,त जोकर अझै येही छस्। ।,0,
2733,simulation_non_ipv,common,थाहा पाउनुहोस |,0,
4873,twitter,common,मै आएर मार्दिन्छु बरु पख |,1,1
5645,twitter,common,"काङ्रेस र माउवादी त एकै भएछन् , कुकुर बिरालो जस्तो दुस्मनी त तिम्रो र मेरो मात्र भो प्रिय |",0,
3272,simulation_non_ipv,common,तँ को होस् चिक्नी जाठिनी . . . . ?,1,9
2889,simulation_non_ipv,common,"यो गोकुले चुतिया र खतरनाक छ , , , यस लाई राउन्ड किक हानेर नाँक को डाँडी भाँचिदिनुपर्छ ।",1,1
4241,simulation_non_ipv,common,यो राण र यो राण लैजाने त्यो हरिलठक लाई आगो लगाउनु पर्छ मट्टितेल खन्याएर |,1,1
3391,simulation_non_ipv,common,गीतै त्यस्तै गाउछ त केटीको के दोष |,0,
4778,simulation_non_ipv,common,मैले तलाई देख्नु अघि मेरो दिन राम्रो थियो |,0,
5956,twitter,common,शोषण र शासन नै आजको व्यवस्थाको मूल चरित्र हो |,0,
4245,simulation_non_ipv,common,यस आइमाइ लाइ ला . . . . . पुगेन डल्ले खोर्सानी हाल्नु पर्ने यार |,1,7
2836,simulation_non_ipv,common,बुडाले के बाेले बुझनै गाह्राे भयाे कुन भाषा हाे |,0,
3363,simulation_non_ipv,common,केटा फिर्दै हिड्ने रैछ येस्तो केटि लाने कस्तो केटा रैछ।,1,1
6215,twitter,common,फ्रि फायर गेममार्फत चिनजान गरी नाबालिका बलात्कार गर्ने चन्द्रागिरी नगरपालिका - ८ मातातीर्थ​ बस्ने २७ वर्षका महेश उदास पक्राउ परेका छन्। ।,0,
4050,simulation_non_ipv,common,राणि का छोरा हरु जाबो गल्त समाचार सम्प्रेषण प्रकासित गर्ने पुत्रकार लाई सम्मान गर्नु पर्ने अझै ?,1,1
4774,simulation_non_ipv,common,"No justice , No piece |",0,
4127,simulation_non_ipv,common,प्वाल स्वाहा । यस्ता त छन सेलिब्रेटी पब्लिक फिगर भनिने |,1,6
4848,twitter,common,हास्दा हास्दैको सम्बन्ध खै कसरी आँसु भयो तिमिलाइ दिएको माया र इज्जत आजा मेरै लागि पासो भयो ।,0,
3242,simulation_non_ipv,common,यो मुला canada nepal chanel का थियो जब चितवन मा आन्दोलन तथा विभिन्न कुरा भयो लाज छैन है अहिले रबि दाई निस्कने बेला चै अनुवार देखाइराछ हुत्तिहारा ।,1,1
4067,simulation_non_ipv,common,मेरो नाम झिलमिल हो |,0,
4376,simulation_non_ipv,common,घिउ खाएर मोटाउने भए मेरो बाबा हजुर जमाना मा मोटाइसिन्थ्यो |,0,
5752,twitter,common,अब मम्मी ले छाडा भिडियो बनाइ यसको बिहे गर्दिन्छु भनेर चार गाउँ सुनिने गरि कराइसिन्छ होला |,0,
5793,twitter,common,कुकुर बाल |,0,
4810,simulation_non_ipv,common,एस्तो लाई पनि रिएल हिरो रे न body छ न के नै छ ! म इनि हरु लाई हिरो हिरोईन भन्न पनि लाज लाग्छ ! !,1,1
2731,simulation_non_ipv,common,सानु तिमी र म भेटम न ल |,0,
4348,simulation_non_ipv,common,ताइ न तुई का कुरा गर्ने manxe कहा बाट आउँछन् के |,0,
2699,simulation_non_ipv,common,भ्रष्टाचारी लाई फुलमाला ले स्वागत गरेकाे भऐ यति चर्चाक मा अाउने थिऐन के गर्ने थारूकाे छाेराे सिधा कुरा गर्न मात्र जाने काे हुन्छ राम्रो गर्नु भाे मेयर जिउ भ्रष्टाचारी लाई भाटे कर्बाही गर्नुपर्नेछ धन्यवाद मेयरजिउ ।,1,1
4197,simulation_non_ipv,common,message को reply किन नगरेकी |,0,
5561,twitter,common,४० जति USAID कै मतियारले क्वाप्प गर्दिहाल्छ स्याल बहादुरहरुले ३० जति चपकाईहाल्छ २ जति NGO INGO ले भ्याईहाल्छ बाकी ८ सरकारी लेखाशाखा यता उता गर्दा रहलपहल २ - ३ जति काम गरे जस्तो देखाउने हो ठेकदार त जिउदै छन झिरिप्प गर्न लाई जे होस उपत्यकामा ५० - १०० नया घर बन्ने प्रबल संभावना छ |,0,
5028,twitter,common,आफै डिल गर्दै हिड्छेस मलाई दोस लास्टमा |,0,
3091,simulation_non_ipv,common,यो साले कुकुर हो प्रचण्ड यो लाई यो भासण गर्दा अलि कति पनि लाज लाग्दैन हुनु त बेस्यालय को मालिक भए के को लाज हुन्छ र ।,1,8
3016,simulation_non_ipv,common,यसभन्दा पहिले पनि त तिमी भाते हरु नै अालोपालो सत्ता मा थियौ नि पाजी हरु ।,1,1
3809,simulation_non_ipv,common,पुन्य गौतम ग्यानेन्द्र साहि को घटना मा नेकपा लाई आरोप लागे को भय रण्डि को बान किन तेरो पुलिस ले समाउदैन ।,1,1
6139,twitter,common,के तँ आफुलाई महान ठान्छेस ?,0,
2912,simulation_non_ipv,common,इटहरी का मेयर ले भ्रष्टाचारी का संरक्षक पक्षपोषक भतुवा पत्रकार हरु लाई लोपारिदिन्छु भन्दा चै कानुन हात मा लिए को हुने ?,1,1
4967,twitter,common,कुकुर गधा फटाहा होला नि !,1,1
