annotator,text,is_abuse,sexual_score,created_at,aspects_anno,username
kiran,उत्तर कोरिया मा किमजोङ्ग ले अराजक लाई रोड मा लगेर गोलि हान्छ ।,1.0,1.0,,,
kiran,"पहिले घृणा गरिस् र त , तँ अहिले घृणामा छस् पहिले जिउँदो थिएँ र त , म अहिले जिउँदै छु |",0.0,,,,
kiran,केताले श्रीमती हुदा हुदै अरकाे लयेर छाेदन मिलने केति मानछे चहि श्रिरिमान 1 गलतिनि माफ गर दैनन |,0.0,,,[],
kiran,फिल्म प्रचार को लागि मात्रै भएको भये पुलिस केश हुने थिएन होला मलाई त्यस्तो लाग्छ ! !,0.0,,,[],
kiran,साला म २ - ४ वर्षको उमेर देखि त्यो को नाम र त्यहांको अवस्था जहिले दुखदाई सुन्थें। किन कर्णालीलाई सासकहरूले भूले ? म गम खायर भन्छु - “ बन्छ कर्णाली ? यस्ता साला कुकुर जस्ता मुख्यमन्त्री पायो भने कर्णाली उहि को जस्तो हुन्छ। ।,1.0,1.0,,,
kiran,सबै भन्दा पहिला यो सबित्री छक्का लाइ लात लाएर देश निकाल गर ।,1.0,5.0,,,
kiran,५ दिनदेखि हराएका श्रीमान घर फर्किदा श्रीमति खुशी भइन के श्रीमति त्यसै गरी अाएको भए श्रीमानले सकार्थे भन्दै अर्काको भाँड्ने खेलो शुरू गरिसके पल्ला गाम्तिर । मान्छेका फुर्सद हरे !,0.0,,2019-05-22 13:12:31,[],ganesh_bravo
kiran,यो बलात्कारी धोति लाई नै पहिलो फांसी दिएर बलात्कारि हरु लाई फांसि को सजाय हुने कानुन बनाउन पर्यो !,1.0,5.0,,"[(3, 12, 'profanity'), (13, 21, 'ethnic_violence'), (25, 41, 'physical_threat')]",
kiran,म नि अब कुकर र कराई बोकेर मेचीमहाकाली अभियान सुरु गर्नु पर्ला जस्तो छ |,0.0,,,,
kiran,तिनीहरुले तपाईलाई प्रभाब परेका छन्। ।,0.0,,,[],
kiran,पहिला त हैन ! समाजबादी सँग पार्टीनै एकीकरण भए दोस्रो हुनसक्छ | नत्र गारो छ |,0.0,,,,
kiran,नम्बर नै छैन कसरी छाडा बोल्नु खै। कुनै तरिका भए हामी पनि सिकौ न हो।,0.0,,2022-04-19 20:56:35,"[(18, 22, 'profanity')]",MohanGa24873376
kiran,काहा जाउलि मछिलि मेरै ढडिया अब न जालमा न तालमा |,0.0,,,[],
kiran,गगन थापा रणडी को छोरा माचिक्ने चोर कुकुर अझ पढ्नै नसक्ने लेख लाई र कमेन्ट लाई बन्द गर्नु पर्छ भन्द के भो मान्यवर ?,1.0,1.0,,"[(9, 43, 'profanity')]",
kiran,पेट्रोलियम पदार्थमा कृत्रिम अभाव सिर्जना गरेर कमिसन खाने कर्मचारी अनि नेताका झोले कार्यकर्तालाई जिउँदै जलाउनु पर्छ अनि मात्र जनताको रगतमा लागेको आगो निभ्छ ।,1.0,1.0,,,
kiran,सबैभन्दा पहिला प्रचण्ड लाई नै सिध्याउनु जरुरी छ ।,1.0,1.0,,"[(15, 47, 'physical_threat')]",
kiran,अनि आफ्नै सरकारले गलत गरेसी त्यस्को जवाफदेहिता हामी होईनौ है भन्ने कस्ता गतिछाडा नेता यि ?,1.0,1.0,2022-04-14 19:20:19,"[(73, 80, 'profanity')]",SuhangN
kiran,सत्य सेवा सुरक्षणम आज झुट आक्रमण भक्क्षणम मेरो गणतन्त्र नेपाल ।,0.0,,,,
kiran,कसैको चरीत्र हत्या गर्नु पनि महा पाप हो त्यसैले कोहि कसैको चरीत्र हत्या गर्ने काम गर्नु र गराउनु हुन्न। ।,1.0,1.0,,,
kiran,"म ठिक छु , कृपया तिमि तेहा बाट जाउ। ।",0.0,,,[],
kiran,जनताले सोध्लान खै संविधान भन्लान नेताहरुको खल्तिमा छ भन्दिए । जनताले सोध्लान खै देशको सुशासन भन्लान आर्यघाटमा जिउँदै डढ्यो भन्दिए ।,1.0,1.0,2022-04-12 23:02:44,[],SharmaBimmi
kiran,बिहे त परै अब कस्ले हेर्ला ।,0.0,,,[],
kiran,तिम्रो बाबाले के काम गर्नु हुन्छ |,0.0,,,[],
kiran,दाल मे कुच काला हे। ।,0.0,,,[],
kiran,भोट हलो मा आऊने पक्का भयो |,0.0,,,[],
kiran,"हैन , म कन्फ्युज्ड भएछु हऊ ! नोमिनेसनमा चाहिँ परेको हो तर राजन मुकारूङ् दाजुको दमदार कृति दमिनी भीर ले पाएको हो। म मेरो गल्ती र अज्ञानताप्रति क्षमा माग्दै र लज्जित महशुस गर्दै मैले गरेको पोष्ट हटाउन चाहन्छु , धन्यवाद। ।",0.0,,,,
kiran,यदी कसैलाइ hnxm boyfriend चाहिएको छ भने मलाइ Add गर्नुहोला |,0.0,,,,
kiran,"याे सुरज नि मिले को , , खाते हाे , , , पदमुखि प्रहरी मुखि साला भाते कुरा घुमाउछ ।",1.0,1.0,,"[(24, 28, 'profanity'), (58, 67, 'profanity')]",
kiran,पशुपति मा पोल्ने ठाउँ छैन रे भर्स्तचारि लाई मृत्युडाँडा दिए मा हजु तेसै ले अजीवन कैद गरे हुन्छ हजुर बाँकी मुजी सरकार नै भरस्तचारी रहेछ कस् ले हल्ने जैल यो सरकार को १ जन नरहने गरी खरेज गरी देश् बाट लखेते हुन्छ समपती सबै जाम गरे हुन्छ ।,1.0,1.0,,,
kiran,एउटीले बिहान बिहानै ग्रुपमा छाडा ट्वीट गरेर गई !,0.0,,,,
kiran,यसै दशकमा मदनपुरस्कार पाएका कृतिहरु ०६८ सेतो धरती – अमर न्यौपाने ०६९ दमिनी भीर – राजन मुकारुङ ०७० खलङ्गामा हमला – राधा पौडेल ०७१ खुसी – विजय कुमार पाण्डे ०७२ ऐना – रामलाल जोशी ०७३ धृतराष्ट्र – घनश्याम कँडेल ०७४ योगमाया – नीलम कार्की “ निहारिका “ |,0.0,,2022-03-25 23:34:27,[],Rjaiseri
kiran,भारतमा ८ महिनासम्म वेश्यालयमा बलात्कार गरेको आरोपमा प्रहरीले मंगलबार एक इन्जिनियरसहित १० जनालाई पक्राउ गरेको थियो । पछि संलग्न देखिका थप ७० जनालाई हिरासतमा राखेर अनुसन्धान थालिएको छ ।,1.0,9.0,2022-04-20 14:49:27,[],NepalPressnp
kiran,"बनाउन त मैले बिजुली रेल , रकेट बनाउन सक्थे नि तर अहिले मुड छैन मेराे |",0.0,,,,
kiran,यदी कालो जातिको मान्छेले तलाई बलात्कार गर्यो भने यो धेरै हास्यास्पद हुनेछ। त एक कुरूप महिला हो। ।,1.0,5.0,,,
kiran,संघी चरित्र |,0.0,,2022-04-21 02:06:48,[],LOC_bbk
kiran,"Fore yeserday , चस्माको सिसा फुट्दा त बलात्कार भएन , तपाईँलाई बढी बोल्ने |",1.0,4.0,2022-04-18 21:24:59,[],Majdurji
kiran,आजभोली यस्तो गर्नुलाई नि बलात्कार भन्छ्न ?,1.0,4.0,,"[(13, 40, 'rape_threat')]",
kiran,तिम्रो मृत्यु पश्चात चै किन त्यो कहानी लेख्नु ? बर्बाद जवानीको किताब तिमीले चै परेन देख्नु ?,1.0,1.0,,,
kiran,चोर फटाहा हत्यारा सबै मिलाएर ७ - ८ हजार छन् क्यार |,1.0,1.0,,"[(0, 17, 'profanity')]",
kiran,झुन्डिएर बस्ने सधै भएकाले होलान् |,0.0,,,,
kiran,मकेअप त राम्रो गर्दिरैछौ तर तिमि राम्रो छैनौ |,0.0,,,"[(28, 44, 'profanity')]",
kiran,म तिमीलाई कोठा भाडामा दिन सक्दिन। मेरो बुदी आमा मसंग बस्नु हुन्छ र उहा तल्लो जातिसंग घर बढ्न सक्नु हुन्न |,1.0,1.0,,"[(71, 84, 'ethnic_violence')]",
kiran,मलाई पनि काेहि कसैले बलतकार गरिदियहुन्थाेनि जिन्दगीमा |,1.0,5.0,,,
kiran,खप्परलाई एष्ट्रे बनाका थिए उबेला साथीहरुले ! कोही मेरुदण्डका हाडहरु नाक कानमा झुन्ड्याएर हड्डी बाबा बनेको किस्सा पनि छन् । केही साथीहरुले पढाई सकिएपछि पनि यो त नेपाल लान्छु पछि पनि यही हेर्दै पढ्छु भनेर ल्याए ।,0.0,,,,
kiran,"आफू जलेर नष्ट भई अरुलाई जलाउनु त्यति उचित होइन महोदय , |",0.0,,2022-04-19 12:54:54,[],Prakash_officel
kiran,"बच्चा भकोभए मात्र स्वीकारने भन्छत , खाते रछ मान्छे। ।",1.0,1.0,,"[(36, 40, 'profanity')]",
kiran,यदि रबिदाई लाई केही भयो भने साले नेपाल को चोर नेत k p ओलि लाई सिधाईदिने हो र नया सम्बिब्धान लिउने हो नेपाल को नेता हरु चोर छ सबै ।,1.0,1.0,,"[(42, 45, 'profanity'), (50, 74, 'physical_threat'), (119, 122, 'profanity')]",
kiran,अन्धालाइ थाह नभएपनि गुप्तांग देखाउदै हिडे उस्को बदनाम हुन्न र ? कि अन्धोको इज्जत हुन्न र् |,1.0,10.0,2022-04-19 19:34:57,[],Dj_Nepal28
kiran,यदि पल शाहले बलात्कार गरेका हैनन भने नाबालिकाको कन्या जाली कस्ले च्यातियो . ? सरकार पत्ता लगाउन पर्यो |,1.0,10.0,2022-04-18 20:04:59,[],SamirDhami11
kiran,बिध्यादेबि साले रण्डि को छोरी पोईमारा पसुपति ले तेरो छिटै अन्त्य गरून् अरु को इज्जत गर्न आउदैन रैच ।,1.0,1.0,,,
kiran,केटो हो कसैलाई नराम्रो सोच्दैन टासिन नगय घोच्दैन बुज जनता हो |,0.0,,,,
kiran,. गतिछाडा कति ठाडै ढाट्न सकेको |,1.0,1.0,2022-02-01 17:59:00,"[(2, 9, 'profanity')]",bikalpji
kiran,हार्दिक श्रद्धान्जली इनि 5 जना लाई . . इनिहरुले नर्गमा बास होस। ।,1.0,1.0,,"[(48, 63, 'physical_threat')]",
kiran,"भन्छन नारिहरु भनेका समाज परिबर्तनका बाहक हुन , अब यसै गरि पारदर्शि कपडा लगाउदै हिड्ने हो भने के को परिबर्तन , कुन दिन घर न घाटको हुन्छन् , घरमा बिहान खायो बेलुकी के खाने भन्ने निश्चित नभएकाहरुले हो यस्तो चरित्र देखाउने , सबै नारिहरु छैनन नराम्रा तर मुठ्ठिभरका छन् यस्ता ! जय नारी | ऐले त सप्पै काटिहालेँ पलाउदै मात्र छ बर्खामा त बाच्छ त्यस्तो नि ल्याइहेर्छु बचाउनु भएन भने मार्दिन्छु |",1.0,5.0,2022-04-18 21:18:20,"[(139, 218, 'character_assasination'), (373, 383, 'physical_threat')]",UnidentifiedTr2
kiran,नेपालीको सबैभन्दा गलत बानी अरुले के गर्यो भनी अँखा तर्दै कुरा कार्दै हिड्ने |,0.0,,,[],
kiran,"एकजना आक्रोशित व्यक्तिले पेस्तोल ताक्दै भने - म तलाईं मार्दिन्छु। गोड्सेले जवाफ दिए - यो धेरै खुशीको कुरा हो , तर तपाईंलाई पेस्तोल चलाउने ज्ञान छ जस्तो मलाई लाग्दैन।",1.0,1.0,2022-02-01 17:59:00,"[(54, 65, 'physical_threat')]",bikalpji
kiran,खुब क्षमता भएको मान्छेले बोल्यो फेरि |,0.0,,,,
kiran,त जोकर अझै येही छस्। ।,1.0,1.0,,,
kiran,थाहा पाउनुहोस |,0.0,,,[],
kiran,मै आएर मार्दिन्छु बरु पख |,1.0,1.0,2022-03-10 17:50:38,"[(7, 17, 'physical_threat')]",Soni_Rijal69
kiran,"काङ्रेस र माउवादी त एकै भएछन् , कुकुर बिरालो जस्तो दुस्मनी त तिम्रो र मेरो मात्र भो प्रिय |",1.0,1.0,2022-04-20 14:22:20,"[(32, 44, 'profanity')]",g123sandip
kiran,तँ को होस् चिक्नी जाठिनी . . . . ?,1.0,8.0,,"[(11, 24, 'profanity')]",
kiran,"यो गोकुले चुतिया र खतरनाक छ , , , यस लाई राउन्ड किक हानेर नाँक को डाँडी भाँचिदिनुपर्छ ।",1.0,1.0,,"[(10, 27, 'profanity'), (41, 85, 'physical_threat')]",
kiran,यो राण र यो राण लैजाने त्यो हरिलठक लाई आगो लगाउनु पर्छ मट्टितेल खन्याएर |,1.0,1.0,,,
kiran,गीतै त्यस्तै गाउछ त केटीको के दोष |,0.0,,,[],
kiran,मैले तलाई देख्नु अघि मेरो दिन राम्रो थियो |,0.0,,,[],
kiran,शोषण र शासन नै आजको व्यवस्थाको मूल चरित्र हो |,0.0,,2022-04-17 12:47:09,[],devendrapoudel8
kiran,यस आइमाइ लाइ ला . . . . . पुगेन डल्ले खोर्सानी हाल्नु पर्ने यार |,1.0,9.0,,,
kiran,बुडाले के बाेले बुझनै गाह्राे भयाे कुन भाषा हाे |,0.0,,,[],
kiran,केटा फिर्दै हिड्ने रैछ येस्तो केटि लाने कस्तो केटा रैछ।,1.0,1.0,,"[(0, 22, 'character_assasination')]",
kiran,फ्रि फायर गेममार्फत चिनजान गरी नाबालिका बलात्कार गर्ने चन्द्रागिरी नगरपालिका - ८ मातातीर्थ बस्ने २७ वर्षका महेश उदास पक्राउ परेका छन्। ।,0.0,,2022-04-20 13:49:52,[],ExpressEkhabar
kiran,राणि का छोरा हरु जाबो गल्त समाचार सम्प्रेषण प्रकासित गर्ने पुत्रकार लाई सम्मान गर्नु पर्ने अझै ?,1.0,1.0,,,
kiran,"No justice , No piece |",0.0,,,[],
kiran,प्वाल स्वाहा । यस्ता त छन सेलिब्रेटी पब्लिक फिगर भनिने |,1.0,10.0,,"[(0, 12, 'profanity')]",
kiran,हास्दा हास्दैको सम्बन्ध खै कसरी आँसु भयो तिमिलाइ दिएको माया र इज्जत आजा मेरै लागि पासो भयो ।,0.0,,,,
kiran,यो मुला canada nepal chanel का थियो जब चितवन मा आन्दोलन तथा विभिन्न कुरा भयो लाज छैन है अहिले रबि दाई निस्कने बेला चै अनुवार देखाइराछ हुत्तिहारा ।,1.0,1.0,,,
kiran,मेरो नाम झिलमिल हो |,0.0,,,[],
kiran,घिउ खाएर मोटाउने भए मेरो बाबा हजुर जमाना मा मोटाइसिन्थ्यो |,0.0,,,,
kiran,अब मम्मी ले छाडा भिडियो बनाइ यसको बिहे गर्दिन्छु भनेर चार गाउँ सुनिने गरि कराइसिन्छ होला |,0.0,,,,
kiran,कुकुर बाल |,0.0,,,,
