id	sentences
non_ipv_41	तपाई के काम गर्नु हुन्छ |
non_ipv_42	तिम्रो बाबाले के काम गर्नु हुन्छ |
non_ipv_43	राम्री मान्छे  धेरै घमण्ड नगर्  ल |
non_ipv_44	मलाई तिम्रो फोन नम्बर देउ न |
non_ipv_45	म तिमीलाई घृणा गर्छु |
non_ipv_46	नक्कली कति राम्री हौ के तिमि |
non_ipv_47	आज हामी घुम्न जाम न ल |
non_ipv_48	खाना खानु भयो |
non_ipv_49	खाजा खायौ |
non_ipv_50	हामी एकदिन  कतै भेटम है |
non_ipv_51	तिमि को सँग बस्छौ ?
non_ipv_52	तिमि यति राम्री कसरी भयौ ?
non_ipv_53	म रेन्टमा बस्छु |
non_ipv_54	म मेरो साथीहरु सँग बस्छु |
non_ipv_55	हाम्रो  चार जनाको परिवार छ |
non_ipv_56	तिम्रो bf छ ?
non_ipv_57	तिमि single हो |
non_ipv_58	तिमीले मेरो साथीलाई चिन्छौ |
non_ipv_59	तिमीले मेरो साथी रिमालाई  चिन्छौ |
non_ipv_60	तिमि मलाई राम्री लाग्यो |
non_ipv_61	तिम्रो फोन नउठाउने बानी सुधार न ल|
non_ipv_62	तपाई कता बस्नु हुन्छ ?
non_ipv_63	तपाइको घर कता हो ?
non_ipv_64	तपाइको खबर के छ ?
non_ipv_65	सन्चै हुनुहुन्छ ?
non_ipv_66	म लगनखेलमा बस्छु |
non_ipv_67	मेरो घर काभ्रे हो |
non_ipv_68	म सन्चै छु तपाइको के छ |
non_ipv_69	तिमीलाई कपाल खोलेको राम्रो देखिन्छ |
non_ipv_70	हामी viberमा join हुम्ना ल |
non_ipv_71	म तिमीलाई भिडियो कल गर्छु ल |
non_ipv_72	हामी भिडियो कल गरम न ल |
non_ipv_73	मलाई तिम्रो बोलि कस्तो राम्रो लाग्यो |
non_ipv_74	तिम्रो बोलि सारै मिठो छ |
non_ipv_75	आज तिमी  खुसि देखिन्छौ के छ त्यस्तो special humm..|
non_ipv_76	म तिमी संग बिहे गर्न चाहन्छु |
non_ipv_77	आज  दिउसो तिमीले के गरेउ |
non_ipv_78	तिमी कति लजाको हो के |
non_ipv_79	Facebookमा  कुरा गर्दा के हुन्छ र |
non_ipv_80	आज तिम्रो दिन् कसरी बित्यो |
non_ipv_81	तिमी  किन रिसाएकी |
non_ipv_82	रिसाउदा त झनै कस्ती राम्री देखेकी |
non_ipv_83	आज तिमी फ्री छौ |
non_ipv_84	के गर्दै छौ तिमि  |
non_ipv_85	आजको प्लान के छ तिम्रो |
non_ipv_86	कोसंग गफ गर्दै थियौ |
non_ipv_87	तपाई के काममा बेस्त हुनुहुन्छ |
non_ipv_88	आज हामी भेट्न मिल्छ |
non_ipv_89	तिमीले रिसाउन  पनि जानेको छौ |
non_ipv_90	आज दिनभरी के गरेउ तिमीले |
non_ipv_91	म तिमीलाई माया गर्दिन |
non_ipv_92	म तिमीलाई कहिले भुल्न सक्दिन |
non_ipv_93	मलाई कहिलै धोका नदेउ ल |
non_ipv_94	तिमीलाई धेरै विश्वास गर्छु |
non_ipv_95	तिम्रो परिवारसँग भेटउन  मलाई |
non_ipv_96	म तिम्रो परिवार संग भेट्न चाहन्छु |
non_ipv_97	हामी संगै dinner गर्नी ल friday |
non_ipv_98	को सँग गफ गर्दै थिस |
non_ipv_99	बेलुका कुरा गरम्ला है |
non_ipv_100	तिमीले मलाई धोका दियौ |
non_ipv_101	म तिमीलाई कहिले माफ गर्न सक्दिन |
non_ipv_102	तिमि किन अर्को केटासंग हिडेको |
non_ipv_103	म हजुरलाई धेरै विश्वास गर्छु |
non_ipv_104	मलाई एकचोटीलाई माफ दिनुस् |
non_ipv_105	म हजुरलाई कहिलै धोका दिने छैन |
non_ipv_106	२ जान साही लगियो २ जान चै चोर हो ।
non_ipv_107	कुनै पनि हालत मा छाड्न हुदैन यस्लाइ सिधै सुलि चढाउन पर्छ ।
non_ipv_108	छिमेकी प्रति घृणा फैलाउने यस्ता कुप्रबृति !
non_ipv_109	खाइसके पचि बाथरुम जानू पर्छ लाइन युज गरिसके पछि बिल तिर्नु पर्छ भन्ने कुरा थाह छैन जंगली हरु ।
non_ipv_110	राजेस्वार भाइ लाई धन्यवाद सहि कुरा मीठो आवाज ।
non_ipv_111	बिच को चोर रय क्स ।
non_ipv_112	राष्ट्रपती जस्तो गरिमामय पद मा रहेर पनि पद को जिम्मेवेरी र मर्यादा नबुझेपछी ।
non_ipv_113	हाम्रो देश मा फाल्टु civil मान्छे ले हत्यार बोकेर हिंड्न् पाउने छैन ।
non_ipv_114	चोरी को माल सस्तो मा खरिद गर्नुपनि अपराध नै ठहरिन्छ , त्यसैलै ... त्यो नेता फटाहा चोर हो ।
non_ipv_115	पाठक ले फेस्बुक मात्र हेर्छन जस्तो lageo किनकि जनता को चाहना णै थाहा छैन ।
non_ipv_116	झोले हरु काम छैन बिथा मा विभिन्न कुरा गर्छन यार बिथा मा पारो तातिने गरि ।
non_ipv_117	कानुनी कारवही भने को त भरसटचारी लाई उमकिन दिने जालझेल मात्र हो ।
non_ipv_118	ई ठग हरु लाई छोड्नु हुँदैन ।
non_ipv_119	शिक्षक का नाम मा यस्ता कलङक लाई जन्म कैद हाल्नु पर्छ ।
non_ipv_120	तिमि हरु सबै ३ करोड नेपाली जनता को खुन र पसिना चुस्ने किर्ना हौं ।
non_ipv_121	बेकाम मा त्यो आइमाइलाइ किन गाली गरे को स्पस्ट कुरो बाहिर आउन देउन पहिला !
non_ipv_122	बिधुत महसुल नतिर्ने कारखाना हरु मा बम खसालिदेउ बिप्लप दाजु ।
non_ipv_123	पुण्य गौतम को तर्क रतिभर माँनपरेन !
non_ipv_124	गोबर नै पत्रकार रहेछ छिछिछि ।
non_ipv_125	यत्ती धेरै पढेर जान्ने छु भन्नु बेकार छ पुन्य जी ।
non_ipv_126	गल्लि का भुक्ने कुकुर हरू हिजोआज कता गएछन रबि दाईकाे माहानता हेरेर केही कुरा सिक भाडा का टट्टू हरू ।
non_ipv_127	चोर नेता हरू लाई जेल कोचेर तिनी हरु को पैसा ले देश विकास गर्नु पर्छ ।
non_ipv_128	झुठ बोल्लने सभै अप्राधी हुन्छन याॅहाॅ ।
non_ipv_129	तपाईं कुवा मा दुबेर मरे हुन्छ ।
non_ipv_130	जाहा सरकार छ , प्रहरी प्रसाशन छ , अदालत छ तर न्याय पाउँदैन भनेर बुझे हुन्छ ।
non_ipv_131	नेता हरु आफ्ना वरिपरि जता गयो उतै यस्तै भिडभाड का लोभि हुँन्छन् ।
non_ipv_132	दलाल , भुमाफिया भस्त्रचारी , पीत पत्रकारीता गर्नेलाइ छाद्नु हुदैन !
non_ipv_133	के सुन्नु यस्ता गफ हरू ।
non_ipv_134	याे मदनेकि स्वास्नी हाे कि केपिकि रखेल ?
non_ipv_135	यो सोम भतुवा लाइ मिडिया मा नै न लाउनु अब देखि कान्तिपुर tv bhane ko chu ।
non_ipv_136	यो केपी ओलि को झोले पुच्छर केपी ओलि को गजुर समातेर आज ठुलो ठुलो पो कुरा गर्छ त बा ।
non_ipv_137	नेता हरु को चर्तिकला देखियो ।
non_ipv_138	ए मुला कस्तो पत्रकार हो काहा पाकिस्तान इन्डिया को काण्ड जोड्छ ।
non_ipv_139	कम्युनिस्ट हरू मुक्त्त नेपाल बनाउन पर्याे ।
non_ipv_140	रीसि जी बरता बोल्नु हुन्छ ।
non_ipv_141	नेपाल देश त खात्तम पो हुन लागे को रहेछ ।
non_ipv_142	Prtek nepalilai thaha xa raja sabka sajha hun vane koli pracnde ka paltan vaneka luteraka giroha hun ।
non_ipv_143	सबै ले न्याय पाउनु पर्छ यो सिधै ठगि धन्दा हो यो लालिगुरास सहकारी ।
non_ipv_144	साले खाते सोम पान्डे थु ।
non_ipv_145	काङ्रेस चुथ्थो ले आफ्नो पाला मा प्रक्रिया पूरा गरि ९ अरब दुई किस्ता बुझाइ सकेपछी अहिले कहाँ चोखिएलास ।
non_ipv_146	सुशील जि यो जनता को घाँटी निमोठ्ने घाँढो संघीयता घाम मा सुकाइदिनु पर्यो ।
non_ipv_147	अघाए को मानिस ले भोको मानिस को पिडा बुझ्दैन - रबि लामिछाने ।
non_ipv_148	भ्रष्टाचार बिरोधि अभियन्ता ज्ञानेन्द्र शाहि माथी राज्य द्वारा बर्बर दमन गरेर लोकतन्त्र को कम्मर मुनि को भुत्ला देखायो ।
non_ipv_149	होइन यो देश मा भ्रस्टाचारी लाई पाता कस्ने आयोग छैन कि बिक्यो ?
non_ipv_150	यो साला पून्य कहिले मर्छ होला कुकूर भूके जस्तै भूक्छ ।
non_ipv_151	कस्तो मुर्ख तर्क , कस्तो मुर्ख प्रश्न यो धमला को ।
non_ipv_152	नत्र देश लाइ खोक्रो बनाइ सके दलाल हरु ले ।
non_ipv_153	always salute you sir✊✊✊सबै ठाउँ मा आदिवासी हरु अगाडि नहोउञ्जेल यिन ले देश उँघो हुन दिँदैनन् ।
non_ipv_154	नेताहरो को लागि जेल नया बनौनु पर्छ ।
non_ipv_155	यो पुन्य पागल को कुरा सुन्दा कान दुख्छ मेरो ।
non_ipv_156	प्रयोग चै चुपलागेर गर्ने तिर्ने बेला मा चै बिल आएन भनेर तर्किन खोज्ने यिनि हरु देशद्रोहि नै हुन ।
non_ipv_157	kp राजीनामा देउ रबि लाई pm देउ ।
non_ipv_158	धेरै जान्ने बुझ्ने भए पछि फकत को बकबक गर्दोरहेछ ।
non_ipv_159	बाघ लाई सिंह बन्न बाध्य बनाउने भ्रस्टाचार नेता र झोले कार्यकर्ता लाई पनि धन्यवाद ॥
non_ipv_160	हुन त तिमी हरु सबै लुटतन्त्र का राजा हौ कोही भन्दा कोही कम छैनौं ।
non_ipv_161	इतिहास बिरसेर नेताकाे चाकरी मा बाेलने साहि तिमराे अब ५ साल हाे ।
non_ipv_162	एउटा बन्जन बुद्ध बनाउने र यो देबक ओटा एउटा लुटगर्नी लुटेरा पनि हो ।
non_ipv_163	यो खाते लाई कसै ले नाक भाच्नेगरि हान्न जन्ता हेर्न चाहान्छन ।
non_ipv_164	यात्रा बाट देश मा बिकास हुन्छ ।
non_ipv_165	प्रहरि बर्दी को बेइजत भयो , कति दिन सम्म ओठे जबाफ दिन्छौ ?
non_ipv_166	कसै को अपाङ्ग ता लाई उडाउनु भने को आपमान हो रास्ट्रपति लाई पनि आफ्नो पद् को हेक् का हुनुपर्छ ।
non_ipv_167	साबित्री सुबेदी भने को पैसा मा बिक्नी आइमाइ हो !
non_ipv_168	यो जाठो पुलिस प्रसासन नै गतिलो छैन सब मिलिमतो काम चलाउछन भतुवा हरु ।
non_ipv_169	साला धोति लाइ करेन्ट लगाएर जुत्ता को माला र कालो मोसो दलेर भारत लखेट्नुपर्छ ।
non_ipv_170	हत्यार बोकेर खुल्ला रूप मा हिड्ने मान्छे हरुलाइ गोलि ठोक्ने अनि मात्र कानुनु को दैर मा ल्याउनु पर्छ ।
non_ipv_171	अरु सबै चोर डाका हो गरिव जनता को रगत चुसेर खाने कुकुर हरू हुन ।
non_ipv_172	सरकार ले यसरी काम गरोस भन्ने आम नेपाली को चाहना हो तर रबि लामिछाने गर्नु परे को छ ।
non_ipv_173	हैना यो बिस्वो भन्ने वेक्ती लाई नेपाल प्रहरी को प्रवक्ता कुन भाते ले बना को हो ।
non_ipv_174	पैसा को मुख कालोहुन्छ भन्छन यी लोभिपापी लाई पैसा दिन्न छोडनुपर्छ कृश्चियन सिर्चियन सिधिन्छ ।
non_ipv_175	रातो कोट लगौने सर ले सैकुरा गरे को छ यो नेप का का झोले नेता काम छैन ।
non_ipv_176	पद्मा अर्याल को कुरो सुन्दा त्यो पद्मा भन्ने आईमाई बिष्णु पौडेल को रखेल रैछ भन्ने मा कुनै दुईमत रहेन ।
non_ipv_177	यो साला प्रहरी पनि घुसिया नै हो ।
non_ipv_178	देस र जन्ता को सेवा गर्छु भन्न लाज लाग्दैन रन्डि को छोरा पुन्री गौतम ।
non_ipv_179	यो दुवै जना राजा को भरौटे झोले हो ।
non_ipv_180	तिमि हरु सब उस्तै हौ हेरे को हैन र पैले ?
non_ipv_181	आंखा र बोली मा षयन्त्रै षयन्त्र छ ।
non_ipv_182	तँ कुकुर भन्दा नि तल्लो स्तर को मानिस होस ।
non_ipv_183	नेपाली पुलिस खतम भैसके को कुरा सबै लाई अबगत छ धेरै कुरा नगर पोखेरेल मुला ।
non_ipv_184	आखिर नेता भने का सबै य कै हुन सेर धन ले नि देखायछ आफ्नो औकात ।
non_ipv_185	यो रिसि को नाक को डाडी भाच्नु पर्छ 1 करोड छुट्टीयार यो भ्रष्टाचारि हो ।
non_ipv_186	उखान टुक्के पून्ने I don ' t like politics lacturs तर सागर को कूरो सै लाग्यो ।
non_ipv_187	यो बिच मा बस्ने कुकुर त्यही काङ्ग्रेस को दलाल हो साले बचाउ मात्रै गरेर बोल्ने साला कुत्ता ।
non_ipv_188	जन्ता जान्न जाहन्छन तर रिसि धमला ज्यु तपाइ जस्ता चटुकार पत्रकार रियलिटि प्रशारण नै गर्नु हुन्न ।
non_ipv_189	धेरै देखियो भांडतन्त्र का खेल ।
non_ipv_190	देश बेच्न उग्र रुप मा लागे का दलाल ले देश , डुबाय ।
non_ipv_191	सेरे प्रचण्ड ओलि इ तीन जना लाई नाङ्गै बनायर सिमा कटाउनु पर्छ ।
non_ipv_192	होइन यो पत्रकार के छेउ न टुप्पो को प्रश्न गर्छ यार ।
non_ipv_193	पक्कै पनि हिन्दुत्व समाप्त पार्ने खेल हो कि जस्तो भान आमनागरिक मा भए को छ पछिल्लो गुठी काण्ड ले ।
non_ipv_194	सबै भ्रष्टाचारी हुन हामी जनताकाे रस चुसेर बस्ने हुन ।
non_ipv_195	किन आफु ले गरे को गलती लाई लुकाउने गरछ हो पुलिस ।
non_ipv_196	रवि दाई हाई हाई‌ भष्ट्रचारी बाई बाई ।
non_ipv_197	यही स्थिति रहे नेकपा केही वर्ष मा पतन हुन्छ ।
non_ipv_198	देउबा देखि लियर सबै जिबितै छन भरस्टचारि कसरी निर्मुल पार्ने ।
non_ipv_199	पत्रकार मध्य को नालायक र मन नपर्ने रिसि धमलानै लाग्छ म लाई ।
non_ipv_200	ह्जुर जस्तो मान्छे नेपाल को PM न हुन्जेल नेपाल बन्दैन ।
non_ipv_201	रामहरि जतिसुकै फुर्ति गरे पनि नेपाली कंग्रेस भ्रष्ट हुन ।
non_ipv_202	यस्ता आलु जस्तो पत्रकार थुक्क ।
non_ipv_203	रामहरि खतिवडा झुठ बोलि रहनु भए को छ ।
non_ipv_204	यदी यसो भए मा सरकार पनि डगमगाउछ ठुलो बिडम्बिना हुन्छ ।
non_ipv_205	सत्ता पक्ष को समर्थन म काम गर्न प्रहरी बाध्य छ ।
non_ipv_206	धमला हावा , डाः भिमार्जुन सर 100% सहि कुरा अब याे संविधान नै फाल्नु पर्छ ।
non_ipv_207	कुनै ब्यायि को सहि गलत छुट्याउन नसक्ने एक्तर्फि कुरा सुने र पेल्ने पनि रास्ट को चौथो अंग अरे ।
non_ipv_208	पाहुना हरु बाट केहि सिक है गोबर गणेश नेता हरु चीन को जस्तो तिब्रता समाउन सक्छौ त ?
non_ipv_209	रबि दाइ लाई तल माथि भयो भने हामि सबै जनता मिलेर यो सरकार ढाल्नेछौ ।
non_ipv_210	गएर केपि काे पिके काे मुत खा ।
non_ipv_211	ज्योति वानिया साले दहिचिउरे कुत्ता , भ्रष्ट फताहा हरु ले देश सक्ने भयो ।
non_ipv_212	अब congress हाम्रो चौकिदार bhuk ख़ूब bhuk nattra ढाना पानी bhanda होला garla मालिक ले ।
non_ipv_213	यो पत्रकार को कुरो को तत्बिज अलिक भयन है भाइ बुझेर मात्र प्रस्न गरौ है ।
non_ipv_214	यो सावित्री सुबेदिलाइ बम दिदी बैनि ले कति पैसा मा किने होलान ।
non_ipv_215	तल तल को कराएर उफ्रेर काम छैन माथी बस्ने टाउके हरु ले मिलाई मिलाई खाई सके ।
non_ipv_216	सबैभन्दा पहिला जय नेपाल गगन दजु र यी आतंककारी हरु मा कुनै दया माया धर्म सस्कार हुदैन ।
non_ipv_217	बन्जाडे मुला अलिक ठुलो नेता हरुलाइ लेउनु न हौ ।
non_ipv_218	जनावर को पनि बाच्ने अधिकार छ होइन यो कुन पागल हो एस्लाइ जिउदै खाल्डा मा पुर्नु पर्ने ।
non_ipv_219	यो डा केसी को पनि काम छैन खाली आलोचना मात्रा गर्छ सिन्का भाच्दैन ।
non_ipv_220	केहो केहो काहाॅ बाट प्रात भयो भन्न लाज लाग्दैन यो चोर प्ररबक्ताता लाई यो पापी हो ।
non_ipv_221	ठूलो ठूलो नेता र मन्त्री हरू नै मार्नु परछ ।
non_ipv_222	बालकृष्ण सरलाइ कम बोल्न दिए को मा खेद प्रकट गर्दछु ।
non_ipv_223	यी सब चोर हुन !
non_ipv_224	यो सावित्री दुइ मुखे रैछै यस् को कुरा बुझ्न गाह्रो छ ।
non_ipv_225	थुक्क यस्तो पनि राज्य हुन्छ देश चलाउन सक्दैनौ भने जोगी बनेर हिड कुकुर हरु ।
non_ipv_226	यो पुन्ये झोले ले आफ्नो मालिक लाई जोगाउदै छ यो सबै लाई थाहा छ ।
non_ipv_227	बर्दी फुकालेर फाल नेपाल पुलिस ।
non_ipv_228	रबिन्द्र रबि सुरेन्द्र प्रतेछ बाट कार्यकारी प्रमुख मा नियुक्ति नगरिदा सम्म यो देश १००% नबन्ने भो अब ।
non_ipv_229	यो नेकपा को लाउरे कहाँ को कुरा कहाँ लगेर बिसयान्तर गर्दै छ ।
non_ipv_230	याहाँ त लाटो देश मा बाठो तन्देरी भनेजस्तो भो ।
non_ipv_231	प्रबक्ता एकदम हल्का र गलत तरिका ले आफ्नो भनाई राख्दैछ ।
non_ipv_232	वल्तकार गरि हत्या गर्ने खुलेआम डुलिरहे को छ तिनिहरुलाइ समात न ?
non_ipv_233	अब सत्ता धल्छ नेता मन्त्री साइद लागे हुन्छ काम छैन मुला हरु ।
non_ipv_234	यस्ता अविवेकी पत्रकार सङ्ग के अन्तर्वार्ता दिनु ।
non_ipv_235	नेता र बलत्कारी र घुसखोरी लाई मारेउ भने तिमि हरु साथ छ नेपाली जन्ता को ।
non_ipv_236	भ्रष्टाचार भन्ने हाे भने राजनीतिकाे हात पक्का छ ।
non_ipv_237	बिद्या देवी भण्डारीलाइ राष्ट्र पति भन्न लाज मान्ने हरु एता हाजिर हुम त !
non_ipv_238	मन्छे तेसरी मर्दा नि झुट बोल्छ ।
non_ipv_239	गेट बाट छिर्न दिएन हामि लाई त डन्ठे हरु ले ।
non_ipv_240	नजिकै कान मा बोल्दा त नबुझ्ने र नसुन्ने ले गाउँ गाउ को चीत्कार कसरी थुक्क ।
non_ipv_241	यो पिएचडी वाला को कुरा सुन्ने हो भने राम्रो मान्छे पनि पागल हुनेछ ।
non_ipv_242	दिनदहाडै सफेद झूठ बोल्ने , जनता लाई बेवकूफ ठान्ने ?
non_ipv_243	यस्तो भतुवा नेता भए पछि कसरी देश विकास हुन्छ ?
non_ipv_244	तपाईं भन्न सिक्नुहोस पत्रकार ज्यु , राजा हो उहाँ ल्याङ्गफ्याङ्गे लफङ्गो मन्त्री हैन ।
non_ipv_245	सक्यो सक्यो यी पापि हरु ले जुन्सु कै कुना बाट लुछी लुछी भ्रस्टाचार गरे ।
non_ipv_246	राणि का छोरा हरु जाबो गल्त समाचार सम्प्रेषण प्रकासित गर्ने पुत्रकार लाई सम्मान गर्नु पर्ने अझै ?
non_ipv_247	हिजो को सत्तापक्ष र आज को दुबै जना तै चुप मैचुप भने जस्तै लागेयो ।
non_ipv_248	दुई तिहाइ काे सरकार भनेर कम्निस्ट नालायक सरकार ले फुर्ति नलगाय हुन्छ ।
non_ipv_249	धमला बोल्न देउ न बौद्धिक डा , आचार्य लाई प्वाक प्वाक नबोल ।
non_ipv_250	खाते लाई ढोका खोल्ने बिति कै एक किक हाने को दृश्य हेर्न पाए को भए सारै मजा आउथ्यो !
non_ipv_251	रास्ट्रपति बिधादेबी भन्डारी को राजीनामा हुनुपर्छ भन्ने जति यता हजिर हुम त ।
non_ipv_252	यो पत्रकार पनि ठिक लागेन जे गर्नु ठिक गर्नु भयो मेयर जि ले सबै यस्तै भए देश राम्रो हुने ।
non_ipv_253	अति भए पछी मार्न र मर्न त पछी पर्दैन मान्छे नाक भाच्नु त पर को कुरा ।
non_ipv_254	अब को परीस्थिती भने को बन्दैन नेपाल रबि लामिछाने ले नचलाए ।
non_ipv_255	बाबुराम यी पत्रकार ले पि एच डि को धम्की पो ल्गाउछन त ।
non_ipv_256	मेयर को अध्ययनलाइ सलाम तर शैली अलिकति परीवर्तन गर्न परो भष्टचारी लाई लोप्पा मात्र होइन गोली ठोक्नु पर्छ ।
non_ipv_257	यो खाते मुजि सरकार र नेपाल पुलिस को बचाउ गर्दैछ ।
non_ipv_258	यी सबै लुटेरा हुन ।
non_ipv_259	माव बादी ले नि त चिक्यो होला नि किन तेहा को चि हिंसा भएन र ।
non_ipv_260	यो सब भु माफिया को चाल हो भने नेपाल सरकार पनि तिनै भु माफिया को गोटि बन्दैछ ।
non_ipv_261	म लाई त अरु भन्दा नि यो भतुवा नेता हरु देखेर लातो रिस उथेर आयो है ।
non_ipv_262	अनि यो हत्यारा ज्ञाने चोर लाई जेल कोच्नु पर्छ ।
non_ipv_263	घुस खुवाएर प्ररबक्ता भए को लाई यतिधेरै प्रस्न को वर्षा नगरौ ।
non_ipv_264	यो पत्रकार हो कि खुरापाती हो ।
non_ipv_265	दलाल नेता सरकार ले आफै मोहि बनी हदपिने दाउ हो ।
non_ipv_266	सबै विदेशि पालुवा पत्रकार ।
non_ipv_267	यो पोख्रेल प्रवक्ता को धेरै ईन्टर्भ्यु हेरि सकियो , यो माहा फटाहा रैछ ।
non_ipv_268	देश लाई उडुस ले भन्दा बढी चुसिराछन् ।
non_ipv_269	ताई न तुइ को सधै को बहस ।
non_ipv_270	साथी हो यो रिशी को interview कसै ले नहेरौ यो अहिले को प्रधानमन्त्री को झोले हो ।
non_ipv_271	क्यानडा नेपाल को प्रोस्तोता खुब मै हु भन्ने खाल् को छ ।
non_ipv_272	police हरु झुत बोल्छ पराय जस्तो जता शक्ति छ उतै अनि जता पैसा आउँछ तेतै लाग्छ सपोत गर्छ ?
non_ipv_273	सालेनी ... मुख शही ठाउँ मा छैन ... ।
non_ipv_274	यो धमला त प्रचण्ड को झुटो खाने देश द्रोही हो ।
non_ipv_275	खाउ चुतिया हो नेपालि को रगत खाएर जु का जस्तै मोटाअो !
non_ipv_276	यो भणडारि लई कालोमोसो लगाएर भगउनु पर्छ तर्क चै नदीने खालि राम्रो छ मात्र भन्ने ।
non_ipv_277	हावा पत्रकार ऋषि धमला हो 🤣🤣🤣 ।
non_ipv_278	केटाकेटी जस्तो बहस गर्छन् ।
non_ipv_279	हात मात्रै होइन खुट्टा पनि भाच्नु पर्छ ।
non_ipv_280	लुटि ल्याए का छन , भुटी खाए का छ्न चोर हरु ।
non_ipv_281	गगन थापा पनि तोडफोड र ढुङ्गा हान्न त सरै सिपालु छ है ।
non_ipv_282	चारै तिर बाट घेरेर लुछ्नै खोज्छन यार🤣🤣🤣🤣 ️ ️ ️ ️ ️ ।
non_ipv_283	तेरिमा छ माचिक्ने रन्डि का बान ।
non_ipv_284	जस् ले मान्छे मार्छ उसै को प्रतिबेदन के सहि आउछ ?
non_ipv_285	नेपाली जन्ता झन बेकुप ।
non_ipv_286	यो मुर्दार कसरी पत्रकार कहलिय को छ कुन्नी !
non_ipv_287	जोसु कै भएनी भ्रस्टचारी लाई चै छोड्नु हुन्न है ।
non_ipv_288	रवी लाई फसाउन लाई किशोर श्रेष्ठ ले अझ के के कुरा मा फसाउने योजना बनाउँदै होला सावधान रवी सर ।
non_ipv_289	अब सबै नेता लाई पनि तिराउनु पर्छ ।
non_ipv_290	भ्रष्ट चोर दलाली हरु मठ मन्दिर को गुठी ब्याक्तीगत नाम मा गरिए को छ सरकार ले ठोस कदम चालोस ।
non_ipv_291	नेता भनेसी चिड हुन लागिसकेव यार कहिल्यै आफ्नो गल्ती को याचना नगर्ने र आफ्ना लाई ढाकछोप गर्ने ।
non_ipv_292	यो दुई कुकुर हरु को सम्पति छानबिन गरी भष्टाचार गर्ने सबै कुकुर हरु लाई रगासाला लागि झुनडाउनु पर्छ ।
non_ipv_293	सरासर गलत नियत देखिन्छ लालि गुरांस सहकारी संस्था को ।
non_ipv_294	अब देख्छन कम्युनिस्थ तागत र काम यि अपबाह फैलाउने दलाल हरु ले ।
non_ipv_295	दिपनारायण मेयर को बोल्ने तरिका चाही भयेन ... कसरी भा हो मेयर ... थुक्क जिन्दगी ... ... ।
non_ipv_296	पाटन अस्पताल लगेर डोरी ले बाँधेर उपचार गर ।
non_ipv_297	ज्ञानेन्द्र शाही कस को कारण ले यातना पाहुनु भो ९० % पत्रकार राजनिति पार्टी का दलाल हुन् ।
non_ipv_298	जीव राम भण्डारी गेदे बाजे ।
non_ipv_299	यस्ता लाई स्टुडियो मा निम्त्याउनु ठूलो गल्ती ।
non_ipv_300	९०% पत्रकार राजनीतिक दल का दलाल हुन ।
non_ipv_301	पाउनाकाे स्वागत गर्नु धेरै राम्रो हाे तर बिक सित मुलुकका्े सि सग भ्रष्ट चार मुलुककाे बि उभियका्े सुअायन ।
non_ipv_302	यस्ता प्रश्न म लाई नसोध्नु पो भन्छन् कुकुर जस्ता अलिकति पनि नेता को बुद्धि नैतिकता छैन ?
non_ipv_303	प्रस्न कहा बाट कहा जोड्छ ?
